City,State,2009,2010,2011,2012,2013,2014,2015,2016,2017
Reedsburg, WI,17292845.33,19046083.38,20638731.97,21773230.16,21818181.88,21043180.38,19275795.74,17264458.29,14184084.66
Reedsport, OR,27767299.56,28669512.9,28447377.17,29244667.42,29685375.13,30435740.37,30539227.37,30500674.66,27360389.19
Refugio, TX,106530859.9,107847336,89292920.39,85581391.54,85205237.32,81338918.86,73232630.1,63560304.51,50784054.81
Reidsville, GA,47214417.06,48454561.48,41779426.97,34426174.28,31380180.3,29629825.19,28455669.32,26963774.97,25281470.54
Reidsville, NC,143520268.2,143826577.2,137729351.8,133824212,134031704.9,134592983.5,135827973.5,135651217.5,129630765.2
Reno, NV,1758225290,1673468861,1590864447,1605071628,1741905127,1732487671,1835483836,1997299792,2169695880
Rensselaer, IN,160459234.8,161892703.6,173872121.4,187989950.9,204306540.6,208417241.1,202874772.4,185469832.2,158855843
Rexburg, ID,93459629.47,102932604.3,108595343.4,111615239.8,112106285.1,114756672.6,117985597.1,122249680.4,127188671.2
Reynoldsville, PA,16687549.48,17393195.73,17718177.13,17343021.6,16673258.5,16282357.97,15438484.67,14332464.6,12565450.68
Rhinebeck, NY,21788142.34,21594525.04,20510850.77,19841904.84,19058674.08,17761605.13,16352976.32,15121214.84,13002748.99
Rhinelander, WI,87367367.83,94856891.99,96559313.01,98014284.3,96257432.94,93911680.47,88376282.09,82395615.26,71538073.75
Rice Lake, WI,73329048.57,76572711.76,75913945.51,77531825.61,77605927.64,78284884.92,77602035.58,78025898.41,75146005.94
Richfield, UT,28475229.77,27644363.74,25521065.46,23697217.18,23751744.16,23398279.77,22800069.21,22714278.94,23919692.66
Richgrove, CA,11084011.44,10745156.72,10068968.38,9735955.664,9222275.45,8842590.514,8175133.721,7527812.041,6506383.095
Richland Center, WI,12859211.85,14044291.51,14509242.3,15082260.21,15053606.61,14610293.73,13561109.99,12330073.5,10225539.82
Richlands, VA,37558284.48,37683714.84,36936678.11,37553665.3,37994228.82,37682607.98,36507862.39,33980133.53,29250584.59
Richlands South, NC,35535792.89,38189238.71,39122826.83,39134334.43,39299887.71,39017068.03,38500592.38,38004296.07,37028385.7
Richmond, IN,407077969.9,392044869.3,382429120.5,374456017.8,376350510.6,376092019.9,370573714.3,364846509.6,357009376.6
Richmond, KY,252953186.2,266698197.7,267656867.8,268580752,279086737,288010347.7,299319136.4,311486040.4,330748920.4
Richmond, MI,56274806.03,54783033.23,51947006.25,50305742.72,48952170.57,46210216.84,43034978.62,39698163.9,35493454.03
Richmond, MO,51313328.85,52220386.45,50786812.99,48240491.51,47777989.89,46993860.25,45797797.51,43655260.89,40591805.35
Richmond, VA,5703722483,5630802491,5415207896,5400591944,5421015017,5515762194,5751910105,6228338727,6773577749
Ridge Manor, FL,169502195.2,166314747.6,164334198.8,163101283.7,160644504.7,161269564.6,157678383.3,151846434.9,141452204
Ridgecrest, CA,116040194.7,115309697,120736525,128630154.9,133044249.5,134905076.9,126738712.1,112516063.5,91447453.17
Ridgefield, WA,76388304.63,73009454.37,70396967.38,72692119.61,73541912.28,73990113.71,71525051.17,66286127.47,58809479.32
Ridgeland, SC,127646553.9,132351750.5,133511743.5,135323075.2,144622594.1,142016060.5,141482085.9,134440169.4,121597398.2
Ridgway, PA,33142641.35,33815518.22,33478135.19,32858946.45,31684993.16,30863628.23,29332155.98,27617090.56,24863776.31
Rifle, CO,87064622.22,88326464.73,87127453.71,86613785.86,85343831.14,81060984.78,73807288.5,65287035.1,52557506.79
Rigby, ID,31233044.84,31950082.36,29726262.31,28035658.08,26540268.81,26091991.63,25855290.51,25831242.31,26109100.91
Rincon, GA,67396377.02,72460601.51,66228348.54,52438215.48,42736072.62,37138784.25,33861100.52,32231992.82,31788954.63
Rio Bravo--El Cenizo, TX,20153215.09,21753878.92,24523967,28001296.47,30794901.26,31453905.55,29552749.33,26099509.15,20978782.22
Rio Dell, CA,66424819.37,68051426.65,75027680.34,80452244.87,81399981.85,77955894.34,68109642.03,55562900.92,40190081.49
Rio Grande City--Roma, TX,209519201.9,216043931.4,219443366.1,214869736.6,214872068.5,218392943.2,214082501.7,204193332.4,186841623.8
Rio Hondo, TX,34596903.56,35317230.81,37218843.92,34899858.34,31938636.38,29577289.26,26286294.18,23154887.79,19206621.95
Rio Rico Northeast, AZ,28788539.12,29718874.67,29418869.2,28604900.12,27236929.1,25871722.23,24296101.42,23135514.03,21921818.2
Rio Vista, CA,80458947.02,79378352.43,85376877.85,90292473.34,89795411.48,83464364.08,70739802.66,56121598.37,39473575.91
Ripley, MS,18525336.96,17630151.78,15391746.88,15069293.4,15663325.09,15878079.43,16230249.12,16328008.09,15613081.87
Ripley, TN,54185546.95,51668354.72,49282368.71,50582036.29,53718444.43,54211819.08,54130610.93,52403394.15,48499103.37
Ripley, WV,42160005.75,43967522.43,42563058.21,41168051.54,37568752.46,37861862.39,35210750.04,32801305.15,26825744.52
Ripon, WI,17747288.65,18760580.15,19164192.51,19633838.81,19646098.54,19824511.63,19544843.02,19299135.94,17865258.01
River Falls, WI,37037212.18,39901691.28,40808585.63,42016714.56,42177039.83,42418495.95,41719353.09,41342115.21,38802731.52
Riverdale, CA,4687706.848,4656054.989,4636082.728,4847641.599,5010157.257,5208106.812,5209783.058,5168377.706,4844925.814
Riverside--San Bernardino, CA,7653804271,7910519146,7941668452,7876063217,7813343807,8338702330,8814840648,9568337494,10109924954
Riverton, WY,27294421.71,27264357.94,26837199.09,27816171.54,29785783.09,28587847.08,27889568.39,26900273.24,25271776.41
Roanoke, AL,55168333.56,58991856.34,56953538.15,51911103.5,51556253.56,48063020.54,46518352.69,43892105.61,41139714.72
Roanoke, VA,1232807309,1209593540,1166380457,1170814926,1175545500,1179065496,1193879699,1227379360,1239624177
Roanoke Rapids, NC,178810658.1,177120059.5,168017816.5,159954990.3,158296338.4,159019099.9,160061155.8,159754755,153368302.2
Roaring Spring, PA,130711224.9,145288221.2,161657162.8,173865200.7,183715978.7,191759386.4,191625478.3,189470451.5,183927710.6
Robertsdale, AL,33025368.67,35736048.14,39194371.66,43908538.11,53250772.89,57333500.26,61877805.11,62605271.76,60243780.69
Robinson, IL,3777475.678,6035410.347,10025945.83,15344761.66,22435822.92,27501604.49,30331877.23,29419124.85,25018631.66
Robstown, TX,238547534.9,241495028.8,241275470.3,258168084.1,276745597.6,294802445,303228296.8,309178442.4,302969445
Rochelle, IL,144684028.2,154046100.6,160520092.2,171791769.5,186271049.8,191632295.4,195962955.7,195113449.2,190576154.4
Rochester, IN,38695589.88,35026529.24,36338526.77,39069390.01,42838846.44,43883353.19,43443329.79,41014506.88,36750200
Rochester, MN,432383237.9,446423913.4,436623982,431839826.5,425874892.9,428669070.2,439323015.2,473067862.9,502226740.7
Rochester, NY,3067579425,3153836801,3127001738,3046008402,2984582185,2971715446,3024072970,3237937147,3360110766
Rock Hill, SC,600220463.6,627907504,635124069.2,625176835.1,651092530.2,648656805.7,681127512.1,724512640,777296934.7
Rock Springs, WY,338087046.4,344022376.4,349301739.1,359684833.6,379462999.4,360022901.7,349959058.7,341924413.1,326262230.9
Rock Valley, IA,5046522.074,5321562.992,5406326.227,5623483.336,6052598.041,6389478.092,6623172.767,6694813.507,6529243.996
Rockdale, TX,45869164.06,44547884.33,42512737.77,42433397.08,42681940.46,43770699.68,43456072.42,42284120.6,38886137.27
Rockford, IL,1539273580,1486979038,1356013335,1312175278,1322913772,1329948765,1377473450,1448824580,1548164252
Rockford, MN,18729363.19,17252274.6,14665833.37,12910721.29,11545687.18,10693066.06,10076205.59,9874966.101,9420440.583
Rockingham--Hamlet, NC,136425111.4,145536974.2,151399084.2,146602519.2,139204946.2,127184184.5,116218501.3,106776483.5,94730869.7
Rockland, ME,38535711.55,37948836.04,38346106.18,40250688.79,43625303.21,44687585.27,46411365.7,46400672.62,42269083.42
Rockmart, GA,51797663.88,53460111.83,53250750.46,52839116.16,55440899.59,55536837,54449666.15,50178012.49,43659417.61
Rockport, TX,24741160.06,36481368.83,59786999.21,80925919.18,100166234.5,116601035,124655261.2,135733549.5,163165814.1
Rockville, IN,48451189.53,53195314.89,42531619.02,26096890.31,18830111.54,15962126.56,14141530.81,12721426.74,11256528.23
Rocky Ford, CO,58586342.41,59553279.31,57881361.23,56373046.38,54955853.7,52774977.24,49411346.85,45754528.43,39092036.49
Rocky Mount, NC,548094989.5,563951676.1,562348670.4,555234606.2,570166909.2,597014081.8,626055024.6,650869871.3,651347918.7
Rocky Mount, VA,141964505.8,145127719.9,149717950.3,142128064.8,129575334.3,116276647.3,102860887.8,90080015.29,74524692.8
Rogers City, MI,50386076.06,51084792.78,34145323.8,25912576.55,24157238.57,22795738.64,21351971.41,19867102.89,18054689.55
Rogersville, MO,17689304.59,18147121.55,17662940.67,17047648.3,16860627.86,16572063.53,16200529.06,15476124.42,13932320.32
Rogersville, TN,44821202.15,46521341.88,47912863.05,51861597.93,57567428.16,60373997.96,62051680.79,61198888.41,57005798.25
Rolla, MO,135480004.9,142012086.4,144504901.9,145871240.3,149960273.7,150416421.4,149545378.8,146024620,136186508.2
Romancoke, MD,30732393.86,31981070.84,30694230.25,28765597.41,25234344.29,23145404.23,20082665.24,16902009.51,13700789.67
Rome, GA,408009223.2,417128685.2,403490539.7,392182662.1,393323603.1,388142686.3,386537313.3,381487903.2,374785037.5
Rome, NY,152175369.1,162885399.5,165123195,162256485.1,157841872.6,150804760.1,141765789.6,132981287,114553996.2
Roosevelt, UT,102573042.3,103466890.7,100980026.3,98540469.45,99794456.26,97953437.08,93796781.31,89140176.78,79251963.24
Rosamond, CA,116920353.5,119189332.1,114428859.9,110803355.2,107407210.6,110143819.3,108323118.3,104464350.8,94805798.96
Rose Hill, KS,1208666.24,1365437.072,1518023.824,1341609.173,1193130.481,1192507.518,1248194.858,1448431.088,1689575.805
Roseau, MN,12580094.4,14131222.09,14301480.23,14873022.72,15530803.38,15616691.88,14950099.84,13985399.2,12184067.25
Roseburg, OR,206907952,226090474.2,232032599.7,236370167.2,236759319.3,246315909,256698968.2,279186724.7,288798078.4
Roswell, NM,240388091.6,234517740.9,230332720.3,225991471.8,218619081.3,208902373.6,195937134.1,187953789.2,173521634.9
Round Lake Beach--McHenry--Grayslake, IL,826665576.9,849579929.3,839646812.8,846636705.5,877709281.4,880921420.3,883254877,868360831.6,832205704.7
Roxboro, NC,74231987.28,77598068.34,74820095.19,73215095.56,74400593.6,76289277.16,77736107.94,79349328.46,84099529.56
Roxborough Park, CO,39393417.09,35086047.13,30485914.31,29300224.46,28964897.4,28628739.74,28072891.65,27597324.92,25540235.64
Royston, GA,132818050.3,138752755.4,57538100.01,25700827.68,18220520.06,16183748.13,15295704.22,14843201.59,15025925.82
Ruckersville, VA,68170540.77,68513209.55,65413695.86,61884557.25,57844156.71,53825199.79,49323770.91,44354254.22,37739482.27
Rugby, ND,39227550.33,42214742.09,44171733.91,46386820.21,48009456.04,46701456.75,44284086.11,40366908.78,35784473.55
Ruidoso, NM,16639690.24,16464369.62,15975375.65,15912271.53,15565313.92,15281394.53,14956725.82,15278565.7,15236721.87
Ruleville, MS,27012163.03,26966070.34,25118297.3,23932739.64,23791712.74,23460899.22,23541526.77,23830778.15,23519745.68
Rumford, ME,15890510.5,15667561.81,15413205.46,16062179.65,17241941.22,17305802.15,17462437.47,16837889.76,14853028.22
Running Springs, CA,64961434.64,63814620.46,61979129,63062567.68,63507671.8,64900551.42,62718409.42,58189028.08,49597019.6
Rupert, ID,42337643.51,44136718.95,44544059.57,47316300,49326848.85,51319772.03,53845923.68,56240996.97,58621337.44
Rush City, MN,38841489.77,34754807.72,30256860.39,27916747.01,25751191.03,23628412.75,21524232.39,19721196.72,17110725.42
Rushville, IL,3371909.553,8781069.447,14664538.65,17336819.2,18065287.96,18583667.6,17663526.37,15532832.14,12464478.1
Rushville, IN,31356817.53,28105212.37,28612892.2,31255004.22,35173167.6,36954524.84,37810462.04,36708609.06,33734356.19
Rusk, TX,108260142.8,109065113.3,111263771.1,117164823.5,121142269.9,121041870.9,113972663.3,102869128.3,85121404.9
Russell, KS,23754223.33,24379931.96,24283759.07,24875222.63,25507763.47,25216831.44,24318315.71,23275348.03,20357282.91
Russells Point, OH,39681070.17,42444503.3,43918936.96,45904368.19,46373658.48,48068977.52,46765387.28,44775313.52,39517561.46
Russellville, AL,74056951.65,75288484.81,73654931.81,73034979.8,77779046.21,75728921.11,76458454.92,75119585.47,73489083.25
Russellville, AR,240519081.2,246378908.7,239055625.4,238308346.8,247812363.4,253096106,261215691.3,273306821.3,291903248.6
Russellville, KY,76523995.86,73994993.78,70635708.85,69701891.93,71017352.22,70042760.51,68497495.28,65126808.63,60355229.21
Ruston, LA,248529585.2,252804657.1,248493386.6,242006721.7,247490474,244079993.4,245923704.8,249252653.5,252871407.2
Rutland, VT,92852975.72,91422649.32,91098237.48,92695147.16,95584808.14,93690096.16,93471139.6,93242080.98,82495076.21
Sabetha, KS,37217901.72,40202732.97,39919658.91,39092456.1,38799318.02,37391126.58,35046754.36,32643635.29,27660513.37
Sabina, OH,22187963.59,23159715.69,23988151.32,24314401.49,23988579.93,24637636.2,23988088.33,23041160.33,20271175.4
Sacramento, CA,6106569381,6220019380,6482518734,6598659713,6582174305,6758547054,6740972598,6801888782,6599344402
Safford, AZ,44719084.17,54770114.07,70642900.14,86918080.62,101123238.1,107884174.1,107578822.6,101048957,87703772.46
Saginaw, MI,705749676.2,706416570.5,709545314.1,727644259.7,747409181.3,742232747.1,733577809.8,729331371.1,715044737.4
Sahuarita--Green Valley, AZ,421361443.4,429898160.5,430228991.4,415137221.8,397810256.3,392822648.4,394588943.1,415900428.1,448268975.1
Salamanca, NY,91430610.98,115475286.2,132235768.4,138885820.8,139893407.3,137190040.7,129795688.1,120914696.4,102551506.8
Salem, IL,144337283.1,162328344.4,171559956.7,180924966.7,191923258.3,193583249.8,191149313.3,180787240.3,164694651.3
Salem, IN,47716416.84,46842113.7,47198518.84,47082185.31,47874464.41,47669087.05,46699636.1,44753610.66,41629785.11
Salem, MO,28900591.68,28485044.06,27792844.76,27754703.14,28504473.33,28460561.8,28055234.7,26687254.48,23690407.44
Salem, NJ,44640255.87,42728038,40595571.31,39406443.77,37810308.38,40452619.72,42351812.17,45835421.48,50296618.85
Salem, OH,105488461.5,110585345.6,111849964.8,113620078.4,111047183.2,112532816.8,108089638.4,103478028.3,92045634.85
Salem, OR,904815162.8,920740262.8,905216397.7,895259349.4,884052399.2,916388681.8,966558094.4,1078624242,1149504987
Salida, CO,26570527.25,27630983.52,27768307.31,27788646.86,27657234.95,27003616.31,25630978.43,24134012.6,21051171.58
Salina, KS,241149635.3,242530331.5,237790771.6,235718322.9,234536947.7,229535331.6,224896630.2,227330522.1,219389830.2
Salinas, CA,539361130.1,547594726.4,589464297.7,618825542.5,628066615.4,636349232.5,613802421.1,583442396.6,518907375
Salisbury, MD,562865390.3,611522455.4,640660385.4,671928144.8,651091082.1,679223811.5,658229902.4,619583214.7,562816967.8
Sallisaw, OK,66848426.76,65065885.58,62850120.86,65837725.43,69378577.4,76874855.94,84892968.52,96274817.58,103372268.3
Salmon, ID,25056355.75,24115991.53,21922197.46,21337325.45,21316847.89,21610460.35,21875040.63,21766072.18,21301066.74
Salt Lake City--West Valley City, UT,4328795261,4363882260,4472849582,4587201931,4712063905,4752940342,4809804131,5055272671,5190171760
Saltillo, MS,98544127.73,98286628.46,94057654.22,92410829.61,94146452.84,94846478.11,97899931.77,103064563.5,106980626.4
Saluda, SC,23072736.58,24962517.99,25207265.19,25776147.46,27783787.38,27913902.93,28641657.85,28174614.59,26510258.82
San Angelo, TX,402608895.3,419888752.3,428459677.8,452541165,476266052.9,503717063.9,516808302.9,528423950.5,524069924
San Antonio, TX,9180537202,9596283915,9702028191,9857780144,10073978703,10740413246,11439803552,12624369319,13829761880
San Carlos, AZ,91002557.73,90854617.67,89351397.6,88438568.11,85576875.47,81447069.3,76242190.8,71464064.05,65640600.07
San Diego, CA,12381305281,12271790052,11657959405,11359395679,11134336993,11698239829,12311153399,13467967283,14417092574
San Diego, TX,61927370.34,66033237.44,73993817.05,78907512,79497523.5,73715185.27,62082543.8,49018475.72,34712974.71
San Francisco--Oakland, CA,13241313703,13068359504,14104701053,14840203011,15152422912,15435773518,15137809412,14990957140,14367824564
San Germán--Cabo Rojo--Sabana Grande, PR,0,0,0,0,0,0,0,0,0
San Joaquin, CA,6817084.716,6555878.755,6258147.87,6476204.755,6734784.958,7145979.745,7402285.529,7669817.002,7521657.661
San Jose, CA,7165793578,7057909414,7402738493,7603409749,7536808879,7411995767,7014085569,6697051370,6095803330
San Juan, PR,0,0,0,0,0,0,0,0,0
San Luis, AZ,17200155.94,17997319.65,18953441.89,20029401.01,20560747.49,20442795.03,19781874.12,18983873.1,17665691.71
San Luis Obispo, CA,192795521,195326756,208619747.7,219451118.9,226113393.1,237531628.8,239387878.3,239284411.2,228263666.6
San Manuel, AZ,3126403.426,2969871.736,2926715.387,3098994.466,3337588.52,3526863.422,3710211.735,3899640.495,4065211.679
San Marcos, TX,494898776,532786279.9,557414057.7,596859108.4,639680094.6,701911573,751437553.2,806538673.6,823059913.3
San Saba, TX,16800256.91,17012544.13,14928750.96,14606773.23,15349408.5,17110990.55,18349967.61,18867511.35,18120928.09
Sandersville, GA,46640393.27,63861934.14,90656505.99,95369159.17,92388300.18,83779701.43,71577922.75,58154736.4,44933759.85
Sandpoint, ID,24775636.51,24974251.26,25056762.32,26284358.92,27158894.13,27650022.46,27693218.46,27067925.06,25809504.55
Sandusky, MI,6591742.496,6778013.757,7006689.46,7409287.207,7782890.707,7734931.128,7476185.714,7038356.59,6334536.728
Sandusky, OH,236237758.4,258565965.4,282463986.3,301025428,308031381,323061377,323224737.3,331984841.4,330197487.3
Sandy, OR,44065854.93,44107165.19,43357793.1,43888425.26,43789867.86,43941618.5,43257559.24,42690792.06,38052758.36
Sanford, ME,48512258.36,48867643.01,49567646.21,50626435.07,52942250.47,52789381.19,53417745.18,52403214.07,47193258.94
Sanford, NC,310111687.4,301656563.6,286711170.4,274866673.8,276741904.8,287183351.3,303092254.6,323320229.1,339438511.2
Sanger, CA,5460565.774,5560277.251,5414337.542,5604141.31,5803584.325,6248488.885,6691760.441,7381578.607,7839824.141
Sanger, TX,250773189.2,244830156.8,238194756.9,240726409.4,244913485.5,255057316.1,259699083.8,264719825.9,258369733.8
Santa Barbara, CA,964529940.4,962229486.2,1002039392,1004093750,973250045.9,955866651.7,907428100.8,874348643.3,813021602.2
Santa Clarita, CA,1675293189,1667329061,1525978779,1424972626,1356933475,1427377027,1500357613,1626613419,1726093085
Santa Cruz, CA,793400361.7,778158951.8,815522964.8,840101108.1,829464889.9,800785683.4,735035842.1,674418234.2,596066369.5
Santa Fe, NM,469973557.7,456955525.3,465425732.6,504032156.2,536972227.2,555980696.9,565682528.1,584259227.9,572750521.1
Santa Isabel, PR,0,0,0,0,0,0,0,0,0
Santa Maria, CA,367447284.4,373366887.9,395347522.6,400990092.1,391225957.8,382030729.1,354155672.7,324687899.7,281475404.8
Santa Paula, CA,127442912.5,123159339.3,122539304.4,120822829.5,119888369.8,128093919.9,134596083.9,142788869.1,146117800.8
Santa Rosa, CA,1178277482,1186430108,1284116240,1356796028,1394356674,1446109189,1441842903,1433821535,1354405891
Santa Rosa, NM,351206880.2,463345193.7,524344033.3,483743845.2,402377093.8,330581696.4,260266799.4,215069466.3,174708097.4
Santa Rosa Beach, FL,16241132.05,18014802.5,20465134.89,22329156.6,23379861.61,23827318.04,22938988.37,21172263.93,18331074.92
Santaquin, UT,239263658.2,240113369.9,237880823,238325917.9,242903647.2,247196048.5,255083429.4,276944982.3,297892763.9
Santo Domingo Pueblo, NM,43936464.58,35493686.74,34974569.43,41743392.59,49893862.7,53497743.41,54827653.42,54430956.52,49550708.72
Saranac Lake, NY,63975287.21,55331136.5,50226156.99,47100814.67,44822212.08,41254771.43,37391694.86,33928816.57,28768792.34
Sarasota--Bradenton, FL,2471306175,2524376251,2592341435,2681463564,2735304624,2826139779,2855809007,2881641132,2849207845
Saratoga Springs, NY,528883370.3,550651628.1,548203548,533289955,521708124.1,518618693.3,531549593.5,580468887.6,619276879.8
Sauk Centre, MN,115131953,120444044.1,125590380.2,131834822.5,135585694.5,136170215.8,134183493.8,132533348,123054180.5
Sault Ste. Marie, MI,56237209.34,57828413.16,57673344.35,58158096.16,58765608.93,58116066.43,57312095.55,57159663.44,57011205.33
Savanna, IL,14332836.5,19001527.38,23329814.23,24934623.43,25605667.06,25251807.21,23746606.6,21324570.41,18070525.61
Savannah, GA,1500052344,1503387724,1485294568,1496361334,1572797806,1621817201,1707020742,1808559797,1936850925
Savannah, MO,12178364.52,12593495.55,12712956.07,12860092.57,13362374.17,13470446.84,13280644.58,12479156.32,10812735.27
Savannah, TN,35345501.53,37039883.31,35047242.44,34234260.19,35209783.77,35922273.19,37152781.36,39796345.62,52367138.88
Saw Creek, PA,24971669.87,25871093.18,21073866.79,15223457.72,11712356.5,10076162.21,8552923.762,7182247.576,5688629.518
Sayre, OK,81309881.94,81108083.11,80341574.16,82162192.13,81285723.15,82558614.97,80618010.69,77844927.67,68263801.27
Sayre--Waverly, PA,72736287.82,76767697.63,81256452.3,84599211.06,86829101.61,88474239.24,89136352.89,90772547.52,88722529.3
Schulenburg, TX,82463897.05,87032369.54,92214210.98,103126797.5,117359480.9,126732872.1,126135739,116207807.1,95401778.86
Schuyler, NE,40037602.6,43437072.95,45028682.69,47298043.47,49270740.1,49354816.09,47558998.74,44524903.12,37411550.78
Scott City, KS,6212778.421,6504435.063,5258992.581,4173981.157,3592197.632,3269647.473,3006367.119,2818785.168,2443611.552
Scott City, MO,86449497.81,87461919.81,86769571.63,84352021.18,83832207.81,82359233.53,81219049.34,80214812.53,76836485.06
Scottsbluff, NE,55406948.87,54776443.09,54112536.7,54581849.59,55824067.88,56681859.62,58366762.17,62901129.36,65075305.25
Scottsboro, AL,108272051.3,102512369.3,92224024.67,89649634.09,95246076.01,93655463.63,96966649.55,98580624.79,101221566.3
Scottsburg, IN,43996968.74,34115493.6,30647182.12,29968413.74,30833153.43,30343994.65,29544254.01,28052795.09,25960352.26
Scottsville, KY,10844699.96,11427541.8,11171598.3,10743837.25,10523036.36,9937210.313,9157991.391,8158143.813,7064158.666
Scranton, PA,2035989046,2039454982,1958787410,1903796231,1854598539,1879660973,1924276424,2063517308,2266888191
Sealy, TX,223115590.3,210598930.3,203885789.2,215347244.6,229459502.1,240992710.1,240924891.7,229792812.5,201328269.9
Searcy, AR,123054524.8,132138749.5,137267451.9,145726813.1,159676589.5,167722888.3,174545122.2,180200374.4,184588304
Seaside, OR,32867761.25,32364345.46,31731398.48,32545546.68,33393632.69,34382465.66,34623830.9,34443046.42,30573151.85
Seaside--Monterey, CA,487436734,497043861.9,538672854.7,566593500.4,576427220.2,588235364.1,574580312.2,557093830,507757581.7
Seattle, WA,11975325317,12152149653,12195302941,12334764007,12198520577,12478878160,12763478293,13403326161,14364201824
Sebastian--Vero Beach South--Florida Ridge, FL,951588408.9,911455541.8,873841118.2,874156544.8,872787619.2,883889367.2,872109092.1,844356579.1,788150267
Sebring--Avon Park, FL,298880388.2,313548281.7,325810636.3,331380810.4,329289978.9,329001505.4,316925451.1,298838497.1,269554499.1
Sedalia, MO,132741850.2,132230987.2,128371528.1,124549276.9,124157490.6,122160041.3,119490338.7,114122302.8,102718819.8
Sedona, AZ,37155712.76,36649792.73,35974923,37524743.47,38955836.45,39670215.24,39647159.4,39160610.43,37625438.78
Seguin, TX,239976196.5,273789464.6,331715308.4,361512406.5,379088000.9,390789722.8,382210839.2,373787583.7,355808496.1
Selma, AL,104530530.1,111308308.8,112693584.7,113416011,120844019.2,116406777.4,114945209.3,109569701.1,102892155.5
Selma, CA,285182605.4,282568430.4,272580511.6,263796755.1,253088872.2,255492636.1,254398161.3,259869519.2,257586532.9
Selmer, TN,130735614.6,127283920.8,112253274,98315603.55,92665827.95,87405591.76,82499722.38,76562249.98,68452599.86
Seminole, OK,34639812.12,35357149.75,35496886.29,36339295.56,35913987.3,36567371.2,35940503.31,35168155.89,31300942.98
Seminole, TX,108799932.9,114911970.6,126692491.4,142588291,156320713,161799200.5,155874229.4,142367011.8,118943403.4
Senatobia, MS,51389259.26,52463082.4,52174894.6,50243398.19,48982886.66,46212150.13,43560006.98,40875392.47,36570223.74
Seneca, SC,132802063.1,153407896.3,161683423.1,165258595.5,175636422.7,175585808.1,179309293.7,177119024.8,168147633.4
Sequim, WA,78895402.46,76199831.48,78056740.51,86334414.53,95009068.09,101730599.3,104667102.7,102797664.3,96073079.96
Seven Lakes, NC,13346947.57,14585569.41,15200252.15,15365410.71,15904820.3,16452625.96,16723020.61,16473164.2,15172249.06
Severance, CO,9878602.107,9949308.927,9460401.173,9016303.117,8665694.149,8355682.089,7922878.81,7547692.41,6733749.175
Sevierville, TN,34348879.51,33665002.92,32095688.16,30998598.33,30661357.28,29566182.43,28394291.64,26807649.54,24414079.91
Seville, OH,162705822.8,167831307.8,171289408.6,174157283.1,171198778.6,175698629,172592672.2,172449902.7,165499302.4
Seward, NE,11449174.6,12190606.69,12374386.19,12535596.19,12888738.15,13447021.17,14129510.02,15478729.61,16681192.45
Seymour, IN,191936309.9,197630335.4,206336118.7,208157085.1,212609799.3,213514302.8,211491575.7,207473270.8,201556596.5
Seymour (Outagamie County), WI,16241221.85,15869785.57,14788516.69,14712898.25,14651214.42,14943200.44,15104222.62,15387535.94,14784037.6
Shady Cove, OR,74627442.4,75267979.53,71888414.63,65906054.99,59237586.07,55407669.35,51389180.14,48614258.18,42061170.18
Shady Side--Deale, MD,77787561.4,76093424.09,73379540.56,73528452.95,68858058.02,63929041.98,55321317.34,45637846.45,36032005.63
Shafter, CA,76928721.42,79175687.76,85787886.76,90976743.21,93396044.32,95454760.5,91182300.63,83158514.67,69221043.98
Shallowater, TX,38974292.7,38709938,38181688.45,37843514.41,37621182.01,38512457.98,38465562.58,38324007.4,36634903.41
Shamokin--Mount Carmel, PA,93145017.19,96232333.52,97191884.72,93313573.18,86911700.79,81402703.01,74250684.13,67539923.8,58932313.77
Shannondale, WV,1610315.858,1597979.3,1733806.399,2161392.393,2607176.622,3317281.965,3892584.048,4444373.369,4359289.538
Shawano, WI,98545566.07,110986959.7,120568240.7,128900308.4,132230754.9,132822311.8,127598245.8,120437180,104402844.3
Shawnee, OK,248205118.1,250841138.8,248591036.1,253781935.3,253517752.2,267045442.1,279073835.9,301956532.3,311852780.9
Sheboygan, WI,299983080.5,302869575.9,289054990.1,285825695.9,280495522.9,283400108.3,287562002.1,304339507,317251832
Shelby, MT,32405699.56,33696662.56,33383006.92,33903261.5,34861587.33,34190887.7,33729000.4,32410613.13,31107702.34
Shelby, NC,127828511.6,130527944.5,129759638.2,132191091.9,139507634.2,146454782.7,151550601.8,151422264.8,141617145.7
Shelby, OH,40310935.74,41365556.73,41300383.21,41878042.71,41033403.37,41574998.53,39791487.09,37627500.16,32811963.74
Shelbyville, IL,11018413.74,12985196.67,13213962.59,13428534.91,14725509.57,15587270.74,15876313.12,15170994.53,13383332.49
Shelbyville, IN,206789698,198917149.8,201299372.8,203674347.7,212308811.5,219645037,229131652.4,243643559.1,265368978.1
Shelbyville, KY,174914812.1,165939443.9,155833775,161452057.4,177232764.8,187907034.1,197352340.9,203360355.6,223619413.9
Shelbyville, TN,76298898.41,76291129.26,72874508.55,72960627.64,75674404.43,76663937.05,77492214.12,76716575.64,73573751.83
Sheldon, IA,50221944.21,55600343.61,56848745.32,54835682.64,53424503.22,53175663.25,53166093.34,53878091.96,54450735.08
Shelley, ID,30076442.26,31439511.5,32276846.81,34761765.55,36854804.27,38542934.52,39375666.64,38678790.9,36691513.73
